kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_teq,koi_insol,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smet,koi_sage,koi_snr,koi_fittype,ra,dec,koi_kepmag
8210557,K01809.01,Kepler-1809 b,CONFIRMED,0.963,0,0,0,0,3.23052,0.0029043,-0.0014632,262.80432,0.238,4.8647,0.24324,-0.24324,1425.52,114.04,-114.04,3.838,0.2177,-0.4005,0.04407,725.8,11.113,5565.3,95.1,-257.5,4.6894,0.0141,-0.0295,1.6874,0.08437,,1.6508,-0.1145,,53.87,LS+MCMC,296.555162,41.537426,11.332
5715426,K00029.01,,FALSE POSITIVE,0.238,1,0,1,1,4.24861,0.0002271,-0.0033606,290.49313,0.311,1.7521,0.08761,,85.54,6.84,-6.84,5.569,0.9591,-0.8044,0.04588,1211.8,53.91,6451.4,185.0,-238.5,4.8103,0.0576,-0.1314,1.5442,0.07721,-0.07721,1.618,-0.0153,9.22,7.49,LS,293.455156,40.898616,11.175
9049327,K00523.01,,CANDIDATE,0.667,0,0,0,0,1.77398,0.0011905,-0.0011304,401.81581,0.842,8.3284,0.41642,-0.41642,412.79,33.02,-33.02,4.717,0.4489,-0.3598,0.02733,1832.3,3.308,5973.8,172.3,-276.2,4.6088,0.0246,-0.0297,0.8861,0.0443,-0.0443,0.9726,0.0736,7.891,6.21,LS+MCMC,295.101729,51.881798,14.372
5963138,K00452.01,Unknown,false_positive,0.224,1,1,1,1,7.81891,0.0004808,-0.0060549,245.77072,,5.875,0.29375,-0.29375,1210.67,96.85,-96.85,5.037,0.8962,-0.8627,0.0698,1486.7,2.062,5576.3,139.9,-138.9,4.709,0.1167,-0.046,2.0043,0.10022,-0.10022,1.7522,-0.1316,3.662,19.23,LS+MCMC,296.836219,134.165924,14.056
9848729,K01154.01,nan,FALSE POSITIVE,0.302,0,0,1,0,45.52191,,-0.0222478,423.91361,0.833,15.0,0.75,-0.75,355.35,28.43,-28.43,2.952,0.2384,-0.5132,0.22309,645.3,3.342,5668.3,87.0,-145.1,4.2088,0.0677,-0.0344,0.9581,0.0479,-0.0479,,0.208,2.017,43.12,LS+MCMC,281.537981,36.097884,13.297
5530562,K00432.01,Unknown,FP,0.146,1,1,0,0,74.47667,0.0493222,-0.0055655,219.52809,0.412,6.6983,0.33491,-0.33491,1734.03,138.72,-138.72,14.434,2.4094,-0.7952,0.35336,519.6,,5457.7,146.6,-84.1,4.4054,0.0784,-0.1424,,0.05995,-0.05995,1.1083,-0.3957,9.195,5.73,MCMC,304.20581,44.681445,15.952
7633168,K00520.01,Kepler-520 b,CONFIRM,,0,0,0,0,8.32871,0.0045178,-0.0040242,102.3734,0.685,,0.03486,-0.03486,4479.78,358.38,,-42.134,0.4044,-0.184,0.08655,825.6,0.278, ,89.1,-147.6,4.8536,0.0871,-0.1104,1.0921,0.05461,-0.05461,,,8.541,42.48,MCMC,302.315833,40.064649,12.251
8245871,K01689.01,Unknown,FALSE POSITIVE,,0,-1,1,0,8.48316,0.0066483,,187.10505,0.298,4.9222,0.24611,-0.24611,,244.3,-244.3,4.429,0.3486,-0.4179,0.08538,311.9,114.698,4850.3,85.4,-289.0,4.3616,0.0129,-0.0171,2.1594,0.10797,-0.10797,,-0.2685,3.522,5.61,Unknown,288.063873,45.121837,
6172654,K00947.01,Kepler-947 b,confirmed,,0,0,0,0,-9.25193,0.0027259,-0.0039761,327.44169,0.245,3.0209,0.15104,-0.15104,237.49,19.0,,1.084,0.0689,-0.0943,0.0851,844.4,556.672,,293.1,-86.1,3.948,0.0496,,0.9814,,-0.04907,1.0768,0.055,2.022,139.47,LS+MCMC,284.279996,49.685808,10.53
4151314,K00708.01,,CANDIDATE,0.358,0,0,0,0,3.00497,0.0021728,-0.0012367,371.4508,0.787,,0.16426,-0.16426,641.8,51.34,-51.34,2.787,0.2259,-0.2873,0.04036,667.4,5.68,5762.9,158.6,-73.0,4.7668,0.0359,-0.1187,1.8701,0.09351,-0.09351,1.8839,0.2345,5.857,9.32,LS+MCMC,290.710011,41.85794,12.006
1126730,K01992.01,Kepler-1992 b,CONFIRMED,0.889,0,0,0,0,14.74189,0.0099491,-0.0003493,389.47175,0.441,7.7689,0.38844,-0.38844,1984.43,158.75,-158.75,1.136,0.0734,-0.1272,0.10763,2376.3,34.796,N/A,85.1,-149.6,4.4067,0.0781,-0.09,1.3895,0.06948,-0.06948,1.3855,-0.0227,2.994,12.38,LS,291.094943,37.114983,13.261
7424495,K00333.01,Kepler-333 b,Confirmed,0.921,0,0,0,0,6.73676,0.0015504,-0.0054771,236.98902,0.889,,0.25812,-0.25812,855.1,68.41,-68.41,2.219,0.3345,-0.3203,0.07405,2021.4,770.324,5655.3,76.6,-155.0,3.8289,0.0381,-0.0853,1.2091,0.06046,-0.06046,1.1819,-0.0322,,87.52,LS+MCMC,284.382051,39.022202,15.946
1533963,K00755.01,Kepler-755 b,Yes,0.753,0,0,0,0,33.49399,0.0060009,-0.0045395,103.07912,0.093,5.3268,0.26634,-0.26634,281.06,,-22.48,0.501,0.056,-0.0351,0.19962,,0.332,5019.8,140.6,-99.8,4.8659,0.0618,-0.0514,1.472,0.0736,-0.0736,1.3704,,7.639,80.19,LS+MCMC,283.703265,46.727595,12.053
1266726,K01238.01,nan,false_positive,0.329,0,0,1,1,24.87584,0.00538,-0.0191727,426.07329,0.656,10.3551,0.51775,,237.16,18.97,-18.97,3.104,,-0.3852,0.18453,1279.3,7.491,5940.8,253.9,-192.6,4.3312,,-0.1089,0.9184,0.04592,-0.04592,0.8363,0.1693,2.963,98.99,MCMC,282.437733,38.608014,14.436
3924751,K01886.01,nan,false_positive,0.045,1,0,0,1,0.75314,0.0005722,-0.0001289,482.84262,,2.023,0.10115,-0.10115,2416.38,193.31,-193.31,12.517,1.766,-0.6894,0.01729,2100.1,0.816,5025.0,193.9,-220.9,4.4345,0.0178,-0.1365,1.5193,0.07596,-0.07596,1.3325,0.2788,2.293,10.7,ls,291.043382,48.315721,10.447
7943192,K01888.01,Kepler-1888 b,Confirmed,0.712,0,0,0,0,36.06405,0.0293966,-0.0118776,454.77357,0.505,,,-0.12413,,149.24,-149.24,1.306,,-0.102,0.2114,1530.4,7.344,4839.5,180.5,-250.3,4.1703,0.0533,-0.0917,0.8855,0.04428,-0.04428,,-0.3704,8.698,,LS+MCMC,296.627311,172.581261,15.654
2318230,K00145.01,Kepler-145 b,CONFIRMED,0.774,0,0,0,0,12.93517,0.0058063,-0.0096029,423.24414,0.689,4.5997,0.22998,-0.22998,1262.96,101.04,-101.04,1.492,0.2952,-0.1798,0.09375,898.6,18.227,5709.4,,-136.6,4.1436,0.1025,-0.0471,0.8441,0.04221,-0.04221,0.7837,0.4557,9.262,38.09,Unknown,286.186039,44.390485,13.296
3659176,K00940.01,nan,FALSE POSITIVE,0.227,1,0,0,1,8.42506,0.0024695,-0.0040947,249.5881,0.342,12.1526,0.60763,-0.60763,959.2,76.74,-76.74,5.317,0.4043,-0.8093,,na,10.815,5606.3,,-172.1,4.3426,0.1007,-0.0412,1.2271,0.06136,-0.06136,1.2467,0.0744,1.45,3.0,MCMC,297.891551,51.471809,10.496
8866400,K00713.01,nan,FALSE POSITIVE,0.278,0,0,1,1,2.8482,0.0010467,,458.82299,0.836,15.0,0.75,-0.75,713.61,57.09,,3.578,0.5101,-0.6268,0.04066,233.8,58.88,4914.0,227.7,-154.6,4.165,0.0959,,0.9399,0.047,-0.047,0.9559,0.1102,7.172,10.91,LS,287.820011,38.266267,15.871
2210405,K00473.01,Kepler-473 b,Yes,0.787,0,0,0,0,20.40397,0.0116256,-0.0099897,238.47412,,11.5162,0.57581,-0.57581,7370.99,589.68,-589.68,0.638,0.1119,-0.0611,0.16189,unknown,0.98,5931.2,156.2,-54.8,4.0106,0.0265,,0.7149,0.03575,-0.03575,,-0.0745,5.556,31.49,MCMC,302.34108,39.569094,14.355
3615698,K00681.01,nan,CANDIDATE,0.646,0,0,0,0,1.17173,0.0005695,-0.0003919,308.74919,0.017,5.1265,0.25633,-0.25633,200.62,16.05,,3.198,0.5554,-0.4755,0.02028,1569.7,11.042,4356.6,72.1,-276.3,4.6639,0.0705,-0.1161,1.0708,0.05354,-0.05354,1.0746,0.0679,7.982,6.53,N/A,298.714009,43.410584,12.791
7445795,K00571.01,Unknown,FALSE POSITIVE,0.219,0,0,1,0,9.05928,0.0075261,-0.0044258,342.38007,0.269,7.5654,0.37827,-0.37827,381.82,30.55,,6.062,1.1298,-0.4792,0.09248,762.4,34.74,5021.7,275.1,-203.2,4.728,0.0316,-0.1008,0.854,0.0427,-0.0427,0.8622,0.127,6.52,50.47,ls+mcmc,300.360956,42.676382,11.601
9514655,K01666.01,Unknown,CANDIDATE,,0,0,0,0,17.04244,0.0111433,-0.0033593,190.53531,0.452,N/A,0.20492,-0.20492,1039.5,83.16,-83.16,9.855,1.8508,-1.2109,0.13822,,95.542,5446.3,129.1,,4.5827,0.1019,-0.0782,0.9883,0.04941,-0.04941,1.0814,-0.1334,6.163,8.3,mcmc,286.668615,45.253977,10.914
5590069,K01291.01,,FALSE POSITIVE,0.377,1,0,1,1,0.5,2.49e-05,,495.96926,0.864,3.7737,0.18869,-0.18869,442.12,35.37,-35.37,2.529,0.1545,-0.3514,0.01137,2189.8,9.242,5685.5,237.6,-137.6,4.2513,0.0613,-0.0629,1.1168,0.05584,-0.05584,1.0444,0.6598,,17.83,mcmc,288.121958,39.179839,10.84
1403693,K01705.01,,false_positive,0.3,1,0,0,0,134.2951,0.0816356,,486.56773,0.323,,0.23428,-0.23428,655.34,52.43,-52.43, ,1.574,-1.7019,0.53437,779.7,24.501,5417.4,141.4,-285.7,4.154,0.1098,-0.0221,0.8607,0.04304,-0.04304,0.8975,0.1216,9.108,16.65,LS,284.704358,47.437754,15.069
3686387,K00582.01,nan,cand,0.302,0,0,0,0,8.57114,0.0020398,,276.52444,0.343,,0.43752,-0.43752,1082.81,86.62,-86.62,2.28,0.4081,-0.2727,0.08365,634.6,7.151,6559.4,99.6,-98.3,4.6049,0.0358,-0.0768,,0.06102,-0.06102,1.2241,0.1289,2.701,12.22,LS,297.476357,50.08152,14.316
6698489,K01161.01,,CANDIDATE,0.465,0,0,0,0,N/A,0.0112309,,340.62483,0.625,3.687,0.18435,-0.18435,2590.26,207.22,-207.22,1.043,0.1467,,0.19659,1878.0,19.917,6107.2,118.3,-151.8,4.0794,0.0382,-0.144,1.4616,0.07308,-0.07308,1.297,,1.019,10.7,MCMC,283.933981,50.959545,12.788
3132279,K00043.01,Kepler-43 b,confirmed,0.984,0,0,0,N,,0.0004223,-0.0001945,442.45983,0.094,,0.32892,-0.32892,4900.2,392.02,,8.437,1.2221,,0.1024,1995.2,16.55,5786.9,75.6,-66.4,4.1227,0.0284,-0.1109,1.2795,0.06398,-0.06398,1.2484,0.1153,10.256,10.73,LS+MCMC,282.355601,39.73469,15.854
2748958,K00782.01,,fp,0.133,1,1,1,Y,210.02958,,-0.1395567,429.03349,0.513,5.0999,0.255,-0.255,67.13,5.37,-5.37,1.096,0.0891,-0.0765,0.6041,1073.0,8.102,5083.2,76.0,,4.3604,0.0698,-0.1295,1.404,0.0702,-0.0702,1.433,-0.3292,,12.94,LS+MCMC,779.116922,45.360428,11.206
5899956,K00268.01,Unknown,FALSE_POSITIVE,0.268,1,1,N,0,19.76353,0.0085821,-0.010004,458.3738,0.029,8.3633,,-0.41817,683.84,54.71,-54.71,1.677,0.1132,-0.1652,0.15823,371.0,75.43,--,168.7,-114.1,4.4854,0.0735,-0.0869,1.7212,0.08606,-0.08606,1.4942,-0.018,1.519,17.26,Unknown,301.964335,42.286725,12.827
6256027,K00665.01,Kepler-665 b,Confirmed,0.757,0,0,0,0,9.45107,0.0087974,-0.0083733,431.2434,0.94,4.4973,0.22487,-0.22487,,,-20.22,2.197,0.1997,-0.3594,0.09157,2166.2,97.345,5835.3,262.5,-236.0,4.4721,0.0232,-0.0196,1.6385,0.08193,-0.08193,1.6968,0.1426,2.06,36.31,LS+MCMC,298.054351,49.775117,13.529
8376631,K00274.01,nan,Candidate,0.583,0,0,0,0,2.9276,0.0005268,-0.0018409,360.80585,0.8,2.5761,0.1288,-0.1288,245.65,19.65,-19.65,3.779,0.2375,-0.5488,0.03873,1222.1,9.28,5584.7,265.6,-107.4,4.4665,,-0.1185,1.1051,0.05525,-0.05525,1.1584,0.604,,15.25,LS+MCMC,302.876878,51.440114,14.79
4967112,K01288.01,Unknown,FP,0.186,0,0,1,0,1.92122,0.0015059,-0.0004921,109.02466,0.565,3.6302,0.18151,-0.18151,842.84,67.43,-67.43,9.499,1.6204,-0.8738,0.02625,558.3,3.298,5542.2,60.9,,4.145,0.1338,-0.081,0.9144,0.04572,-0.04572,0.9581,,2.026,48.15,ls+mcmc,291.320688,37.196469,11.221
3067298,K00599.01,Kepler-599 b,CONFIRMED,0.782,0,0,0,0, ,0.0012705,-0.0112438,300.1678,0.062,,0.17044,-0.17044,1682.89,134.63,-134.63,0.85,,-0.1178,0.10349,1422.3,41.685,5783.5,63.3,-265.8,4.4363,0.1431,-0.0664,1.0652,0.05326,-0.05326,1.0388,-0.2106,3.17,6.58,ls+mcmc,301.099386,47.066311,11.388
9457408,K01971.01,Kepler-1971 b,Yes,0.906,0,0,0,0,11.9355,0.005231,-0.0061247,267.10427,0.046,8.5189,,-0.42595,,22.94,-22.94,2.411,,-0.3862,0.10854,1037.7,73.563,5018.7,252.2,-292.8,4.3146,,-0.1417,1.2637,0.06319,-0.06319,,-0.2904,,66.29,ls+mcmc,298.257996,37.167713,12.117
1287047,K01167.01,Unknown,Maybe,0.353,0,0,0,0,3.5348,0.0018741,-0.0021102,431.77016,0.654,6.2932,0.31466,-0.31466,827.77,66.22,-66.22,,0.4214,-0.3836,0.04831,1297.4,1.082,,73.5,-234.1,4.0302,,-0.0753,0.7547,0.03774,-0.03774,0.7185,-0.0906,,7.07,ls,294.670087,40.743475,14.79
3730638,K00569.01,nan,cand,0.497,0,0,0,0,0.5,8.25e-05,-0.000147,468.30593,0.544,,0.13986,-0.13986,666.89,53.35,-53.35,,0.9078,-0.8597,0.01286,2272.1,6.557,6665.3,142.7,-156.0,4.5559,0.1214,-0.1029,,0.04897,-0.04897,0.9174,0.1718,10.337,37.21,ls,298.947263,38.601937,14.544
2244477,K00879.01,Kepler-879 b,confirmed,0.895,0,0,0,0,18.54752,0.0011397,-0.0165932,227.76884,0.512,142.9541,0.11913,,461.64,36.93,-36.93,18.004,1.2697,-2.7681,0.13246,635.9,1.494,5568.3,65.8,-73.4,4.6625,0.0935,-0.0176,1.3303,0.06651,-0.06651,1.3919,-0.2633,6.022,39.26,LS+MCMC,285.069892,41.881182,15.118
1194900,K00685.01,Unknown,CANDIDATE,0.495,0,0,0,0,0.78642,0.0005063,-0.0007241,181.60345,0.308,8.979,0.44895,,344.94,27.6,-27.6,5.412,0.5766,-0.7863,0.0172,2008.4,5.775,6170.1,198.8,-195.9,4.5493,0.0215,-0.0795,1.2657,0.06328,-0.06328,1.1841,-0.0744,1.159,22.17,ls,304.049083,49.397665,14.07
1748856,K01766.01,Kepler-1766 b,CONFIRMED,0.912,0,0,0,0,54.43595,0.0438534,-0.0332229,108.3932,0.221,5.6163,,-0.28081,?,38.96,-38.96,1.439,0.18,-0.1873,0.24812,1134.9,23.552,4087.9,124.5,-161.1,4.0588,0.0755,-0.0681,0.7873,0.03937,-0.03937,0.8662,0.1013,9.913,35.45,LS,287.721131,46.626079,13.472
1189725,K01309.01,Kepler-1309 b,CONFIRMED,0.941,0,0,0,0,,0.0234765,-0.0256907,155.85536,0.468,8.6905,0.43452,-0.43452,248.84,19.91,-19.91,1.493,,-0.1958,0.17997,2418.0,8.881,5507.5,148.5,-102.4,4.7319,0.1381,-0.05,1.4145,0.07073,-0.07073,,-0.2447,3.928,55.27,ls+mcmc,299.214391,37.96367,10.028
5613591,K01414.01,Kepler-1414 b,CONFIRMED,0.967,0,0,0,0,6.96559,0.0061732,-0.0029743,143.12947,0.307,7.7432,0.38716,-0.38716,,28.45,-28.45,3.329,0.4112,-0.358,0.07618,932.8,17.908,5248.0,136.3,-184.4,,0.1474,-0.0354,1.4807,0.07403,-0.07403,1.5046,-0.2309,10.887,117.74,LS+MCMC,291.860737,39.10841,11.242
2980584,K00793.01,Unknown,false positive,0.379,0,1,1,1,9.06931,0.0086174,-0.0065872,348.70375,0.127,2.5875,0.12937,-0.12937,1884.4,150.75,-150.75,4.075,0.4175,-0.6125,0.07494,325.6,21.41,NaN,257.1,-251.0,4.1358,0.1188,-0.1159,0.7683,0.03841,-0.03841,0.8525,-0.1509,10.926,3.0,ls+mcmc,286.109075,36.546394,11.587
9722105,K01269.01,Unknown,False Positive,0.36,1,1,0,1,2.17799,0.001544,-0.001859,216.76385,0.734,none,0.49786,-0.49786,633.81,50.71,-50.71,1.717,0.2553,-0.1048,0.031,1636.9,5.326,5522.5,114.0,-110.0,4.5708,0.0204,-0.0903,1.3156,0.06578,-0.06578,1.2647,0.101,1.638,26.45,LS,296.518369,42.139221,11.084
6504466,K00954.01,nan,CANDIDATE,0.55,0,0,0,0,1.10751,0.0002305,-0.000925,373.21996,0.639,113.8755,0.0949,-0.0949,6229.43,498.35,-498.35,1.452,0.147,-0.0884,0.02259,1799.3,160.391,5086.5,135.4,-140.1,4.3856,0.0661,,1.0933,0.05467,-0.05467,,-0.2844,2.147,12.73,ls+mcmc,281.092879,43.253138,10.972
7650155,K00054.01,,Maybe,0.392,0,0,0,0,1.46555,,-3.31e-05,118.31054,0.061,4.8227,0.24114,-0.24114,219.4,17.55,-17.55,5.567,0.3538,-0.6036,0.02323,689.2,1.793,6854.6,64.5,-136.6,4.1423,0.0825,-0.0543,0.9328,0.04664,-0.04664,0.9314,-0.1919,3.621,28.49,LS+MCMC,289.491163,36.881598,15.456
8582835,K00314.01,,CAND,0.689,0,0,0,0,13.09986,0.0072801,-0.0041737,163.22452,0.169,5.0351,0.25175,-0.25175,4409.02,352.72,-352.72,1.873,0.2528,-0.1731,0.11283,1545.4,,4861.5,62.5,-107.4,4.292,0.0677,-0.0131,1.2537,0.06269,-0.06269,1.3368,-0.102,1.419,9.03,N/A,304.662433,46.511117,15.548
4680250,K01074.01,Kepler-1074 b,CONFIRMED,0.822,0,0,0,0,50.73863,0.0067621,-0.0101504,157.5463,0.536,1.9958,0.09979,-0.09979,158.06,12.64,-12.64,9.908,1.639,-0.6407,0.28541,735.4,66.779,6613.9,207.1,-257.5,4.9783,0.0857,-0.1454,1.3912,0.06956,-0.06956,1.2979,,,24.7,Unknown,286.639551,39.748937,15.268
7983117,K00834.01,Kepler-834 b,CONFIRMED,0.833,0,0,0,0,5.666,0.0028662,-0.0019393,,0.493,5.9621,0.29811,-0.29811,836.93,66.95,-66.95,-176.359,1.355,,0.05322,332.7,6.18,,57.7,-160.3,4.1522,0.0948,-0.1262,0.8574,0.04287,-0.04287,,0.0816,,62.54,LS+MCMC,289.089008,40.636813,10.728
6057668,K00565.01,nan,FALSE POSITIVE,0.025,1,1,0,1,2.33824,,-0.0015607,159.4966,0.541,6.6802,0.33401,-0.33401,752.72,60.22,-60.22,11.811,0.6053,-1.7794,0.03116,2303.5,2.607,6186.1,69.5,-261.8,4.0806,0.0255,-0.1492,1.2377,0.06189,-0.06189,1.1793,-0.1805,6.984,17.36,LS+MCMC,285.666798,49.093337,13.463
5754084,K00223.01,Kepler-223 b,CONFIRMED,0.861,0,0,0,0,,0.0277224,-0.1178266,244.48909,0.952,10.5804,0.52902,-0.52902,663.36,53.07,-53.07,8.623,0.4903,-1.538,0.52577,2403.7,6.14,6061.8,235.7,-227.4,4.5245,,-0.0958,0.8472,0.04236,-0.04236,0.9117,-0.0125,7.147,31.33,LS+MCMC,299.993554,43.794835,13.536
7023690,K00502.01,nan,FP,0.033,1,1,1,1,2.6986,,-0.000798,429.06245,0.639,3.6557,0.18278,-0.18278,782.28,62.58,,8.647,1.5901,-1.6414,0.0416,998.8,23.026,5876.8,286.0,-269.5,4.309,0.0998,-0.0187,1.111,0.05555,-0.05555,1.0143,0.1707,3.821,19.13,mcmc,301.341186,39.693761,13.909
7192254,K01851.01,Kepler-1851 b,CONFIRMED,0.873,0,0,0,0,4.13265,,-0.0006528,383.44141,,,,-0.36326,621.99,49.76,-49.76,2.712,0.4517,-0.3231,0.04289,1438.2,,4592.5,236.2,-96.4,3.651,,-0.1212,0.6226,0.03113,-0.03113,0.6656,0.1291,,21.59,N/A,280.067856,50.96134,11.517
4534286,K01151.01,Unknown,False Positive,0.054,1,1,0,1,6.66807,0.0033654,-0.0042512,387.47815,0.716,4.1177,0.20589,-0.20589,,44.2,-44.2,8.843,0.9417,-0.8214,0.06274,2404.2,2.522,5269.7,84.1,-73.6,4.1531,0.1309,-0.0149,1.0875,0.05437,-0.05437,1.1752,0.3074,10.772,,mcmc,301.890879,46.901115,14.74
4439930,K00173.01,nan,FALSE POSITIVE,0.174,0,0,1,1,3.2932,0.0023509,-0.0004104,351.47373,0.227,15.0,0.75,,3614.94,289.2,-289.2,NaN,0.2352,-0.1529,0.04626,418.0,30.149,5122.8,245.7,-80.0,4.657,0.1286,-0.0644,1.0147,,-0.05074,0.9717,-0.342,,,LS+MCMC,295.515401,38.991895,12.619
6383050,K01626.01,nan,FALSE POSITIVE,0.317,1,1,1,0,4.96102,0.0039635,-0.0039741,338.1243,0.064,3.0078,0.15039,-0.15039,1753.36,140.27,-140.27,6.232,0.5077,-1.1933,0.05627,1949.3,,5127.3,291.6,-237.1,4.4053,0.0573,-0.0109,1.0804,0.05402,-0.05402,1.0683,0.3522,5.825,18.75,LS+MCMC,297.871486,46.32949,14.787
2264454,K01885.01,Kepler-1885 b,confirm,0.719,0,0,0,0,8.12981,0.0033316,,386.09172,0.11,7.7058,0.38529,-0.38529,507.95,40.64,-40.64,1.23,0.0746,-0.218,0.07838,,52.357,5970.0,282.1,-73.8,4.2917,0.104,-0.133,0.909,0.04545,,0.8574,0.0496,7.403,,MCMC,281.028891,47.912637,15.553
1885266,K01156.01,,False Positive,0.042,1,0,1,1,18.38914,0.0034346,-0.0139688,453.27039,0.691,3.6307,0.18153,-0.18153,1760.05,,-140.8,2.609,0.4337,-0.295,0.12808,2375.9,,,115.5,-108.3,4.6231,0.0488,-0.1231,0.7564,0.03782,-0.03782,0.805,-0.2965,9.428,6.09,MCMC,303.287122,38.622969,14.033
8644559,K01483.01,nan,FALSE POSITIVE,0.292,1,1,0,0,1.42111,0.0003888,-0.0001551,,0.428,15.0,0.75,,923.65,73.89,-73.89,3.239,,-0.5012,0.02646,1446.4,6.016,5910.2,63.3,-241.4,4.8518,,-0.1313,0.7101,0.0355,-0.0355,0.8041,0.1569,1.26,3.77,LS+MCMC,299.884305,37.491875,11.065
4202748,K00768.01,nan,CANDIDATE,0.745,0,0,0,0,2.03177,0.0020202,-0.0012933,486.57392,,8.675,0.43375,-0.43375,356.0,,-28.48,5.473,0.6217,-0.6155,0.03375,1702.1,9.587,5140.7,70.6,-215.4,4.2088,0.0408,-0.0534,1.4146,0.07073,-0.07073,1.2321,-0.0734,6.607,29.39,ls+mcmc,283.87776,39.084071,10.837
6087941,K01588.01,,FP,0.138,1,1,0,0,1.85283,0.0014909,-0.001612,472.33481,0.051,239.3823,0.19949,-0.19949,609.38,,-48.75,5.201,0.4626,-0.6396,0.02684,740.4,5.413,5765.3,78.2,-141.9,4.6078,0.0177,-0.1394,0.9125,0.04563,-0.04563,0.8868,0.2615,2.35,9.34,LS+MCMC,281.817858,43.943523,15.649
2700000,K01319.01,Kepler-1319 b,confirm,0.909,0,0,0,0,5.73505,0.0004939,-0.0045996,478.6527,,6.6294,0.33147,-0.33147,201.8,16.14,-16.14,0.496,0.0946,-0.0654,0.0633,,,5482.0,101.6,-187.9,3.9782,0.0967,-0.0961,1.3326,0.06663,-0.06663,1.2081,-0.325,,12.73,LS+MCMC,298.163271,50.995795,12.988
2118947,K01946.01,Unknown,FALSE POSITIVE,0.367,0,1,1,1,4.72707,0.0027908,-0.0046083,464.70982,0.991,13.8306,0.69153,-0.69153,883.65,,-70.69,3.827,0.2845,-0.307,0.05331,764.8,11.311,5105.0,60.2,-261.6,4.4015,0.0142,-0.0378,1.047,0.05235,-0.05235,1.1354,-0.352,6.614,27.14,ls+mcmc,286.727365,46.715298,
6313629,K00222.01,Unknown,false positive,0.156,1,1,0,0,3.20369,0.0001157,-0.0021587,437.393,0.843,7.677,0.38385,-0.38385,803.18,64.25,-64.25,2.096,,-0.3993,0.04264,626.5,43.562,5072.3,,-138.8,4.793,0.0796,-0.0969,1.0182,0.05091,-0.05091,1.0838,,5.62,6.48,LS,295.546462,50.216811,12.341
1275078,K00669.01,Kepler-669 b,CONFIRM,0.774,0,0,0,0,-2.4317,0.0007127,-0.0014709,275.62825,0.29,,0.29199,,87.74,7.02,-7.02,1.464,0.2304,-0.1477,0.03469,1157.1,1.044,5327.3,156.2,-197.6,4.4425,0.0185,-0.0474,1.3588,0.06794,-0.06794,,,3.154,10.47,MCMC,304.419171,48.347209,11.499
1543152,K01806.01,Unknown,false_positive,0.391,1,0,1,0,4.42282,0.0016865,-0.002436,330.17637,,5.2747,0.26373,-0.26373,943.87,75.51,-75.51,1.393,0.1455,-0.2224,0.05835,1267.5,6.994,6047.1,60.3,-83.1,4.659,0.0105,-0.0575,1.1912,0.05956,,1.1263,0.1198,,,LS+MCMC,287.455672,48.991054,11.071
4554808,K00464.01,Unknown,false positive,0.374,1,0,1,0,none,0.000308,-9.73e-05,389.02164,0.254,4.4692,0.22346,-0.22346,360.73,28.86,-28.86,20.325,3.017,-2.0119,0.01081,1750.6,6.46,5493.4,83.6,-60.4,4.1802,0.0185,-0.0354,0.8926,0.04463,-0.04463,0.864,,1.638,22.39,ls+mcmc,,47.120551,14.092
1355853,K00955.01,,false_positive,0.01,0,0,1,0,15.19369,0.001031,-0.0090396,484.90563,0.457,2.1083,0.10541,-0.10541,297.21,23.78,-23.78,8.665,0.8996,-1.158,0.11497,213.9,9.527,6049.0,197.3,-157.7,4.5947,0.0405,-0.0606,1.3205,0.06602,-0.06602,,-0.0652,5.413,11.98,LS+MCMC,287.267354,42.888002,none
3457904,K00496.01,nan,FALSE POSITIVE,0.318,1,0,0,0,40.13945,0.0210113,-0.0084206,138.39028,0.694,,0.40411,-0.40411,4113.82,329.11,-329.11,5.539,0.9183,-0.5759,0.23172,673.6,2.033,5781.3,256.3,,,0.1191,-0.1223,0.8229,0.04114,-0.04114,0.8932,0.4471,3.639,,LS+MCMC,303.324946,48.079246,10.975
3919280,K01169.01,Kepler-1169 b,CONFIRM,0.747,0,0,0,0,4.88104,0.0047172,-0.0004131,167.75965,0.604,5.4956,0.27478,-0.27478,,62.84,-62.84,5.884,0.6237,-0.6505,0.05364,2444.1,0.48,6362.7,278.0,-263.6,4.0097,0.1094,-0.0933,1.0821,0.0541,-0.0541,,0.0182,10.636,34.74,MCMC,291.303196,41.962199,14.307
